numero,categoria_profissional,localizacao_geografica,empregador_trabalhadores,abrangencia,alvo_esfera,inicio,dias,carater1,carater2,carater3
38786,Professores Rede Estadual,SE,,categoria,poder executivo/estadual,6/12/2018,1,propositiva,defensiva,-
38787,Professores Rede Municipal,Aracaju/SE,,categoria,poder executivo/municipal,4/24/2018,1,propositiva,defensiva,protesto
38788,Professores Rede Estadual,São Miguel do Tapuio/PI,Empregador não identificado,categoria,poder executivo/estadual,4/5/2018,1,-,defensiva,-
38789,Professores Rede Estadual Ensino Superior,MS,Universidade Estadual do Mato Grosso do Sul,categoria,poder executivo/estadual,4/23/2018,45,-,defensiva,protesto
38792,Auxiliares de Administração Escolar Rede Municipal,Rio do Antônio/BA,,categoria,poder executivo/municipal,4/10/2018,1,-,defensiva,-
38797,Professores Rede Municipal ,Cuiabá/MT,Empregador não identificado,categoria,poder executivo/municipal,4/9/2018,1,-,defensiva,-
38799,Professores Rede Municipal,Araucária/PR,,categoria,poder executivo/municipal,2/19/2018,1,propositiva,defensiva,protesto
38800,Professores Rede Municipal,Araucária/PR,,categoria,poder executivo/municipal,4/17/2018,14,propositiva,defensiva,protesto
38813,Professores Rede Municipal,Riachão do Jacuípe/BA,,categoria,poder executivo/municipal,4/12/2018,2,propositiva,defensiva,-
38824,Auxiliares de Administração Escolar Rede Estadual,MS,,categoria,poder executivo/estadual,4/10/2018,4,propositiva,defensiva,-
38827,Professores Rede Municipal,Belo Horizonte/MG,,categoria,poder executivo/municipal,4/25/2018,1,propositiva,defensiva,-
38833,Professores Rede Municipal,Nova Fátima/BA,,categoria,poder executivo/municipal,6/9/2018,13,propositiva,defensiva,-
38835,Professores Rede Municipal,Lavras da Mangabeira/CE,,categoria,poder executivo/municipal,5/24/2018,9,-,defensiva,-
38838,Professores Rede Municipal,São Miguel/RN,,categoria,poder executivo/municipal,5/18/2018,8,propositiva,defensiva,-
38843,Auxiliares de Administração Escolar Rede Federal Ensino Superior,NACIONAL,,categoria,poder executivo/federal,5/23/2018,1,propositiva,defensiva,protesto
38844,Auxiliares de Administração Escolar Rede Federal Ensino Superior,NACIONAL,,categoria,poder executivo/federal,6/7/2018,3,propositiva,defensiva,protesto
38847,Professores Rede Municipal,Salvador/BA,,categoria,poder executivo/municipal,5/16/2018,1,propositiva,-,-
38853,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São Miguel dos Campos/AL,,categoria,poder executivo/municipal,5/24/2018,2,propositiva,defensiva,-
38854,Professores Rede Municipal,Pocinhos/PB,,categoria,poder executivo/municipal,5/16/2018,1,-,defensiva,-
38928,Professores Rede Estadual Ensino Superior,PA,UEPA - UNIVERSIDADE ESTADUAL DO PARÁ,categoria,poder executivo/estadual,5/8/2018,57,propositiva,defensiva,protesto
38929,Professores Rede Estadual Ensino Superior,PI,UESPI - UNIVERSIDADE ESTADUAL DO PIAUÍ,categoria,poder executivo/estadual,4/23/2018,1,propositiva,-,-
38930,Professores Rede Estadual Ensino Superior,AM,Universidade AM,categoria,poder executivo/estadual,3/14/2018,1,propositiva,-,-
38931,Professores Rede Estadual Ensino Superior,BA,,categoria,poder executivo/estadual,4/25/2018,1,propositiva,defensiva,-
38935,Auxiliares de Administração Escolar Rede Federal,Juiz de Fora/MG,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",categoria,poder executivo/federal,4/23/2018,53,-,defensiva,-
38941,Professores Rede Municipal,Cuiabá/MT,,categoria,poder executivo/municipal,4/20/2018,1,propositiva,defensiva,protesto
38954,Professores Rede Municipal,Nova Olímpia/MT,,categoria,poder executivo/municipal,4/11/2018,8,-,defensiva,-
38956,Professores Rede Municipal,Duque de Caxias/RJ,,categoria,poder executivo/municipal,5/8/2018,13,-,defensiva,protesto
38957,Professores Rede Municipal,Recife/PE,,categoria,poder executivo/municipal,5/14/2018,11,propositiva,defensiva,protesto
38959,Professores Rede Municipal,Santa Maria/RS,,categoria,poder executivo/municipal,6/12/2018,1,propositiva,-,-
38964,Professores Rede Municipal,Maceió/AL,,categoria,poder executivo/municipal,5/14/2018,1,propositiva,-,-
39023,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,SP,USP - UNIVERSIDADE DE SÃO PAULO,categoria,poder executivo/estadual,6/5/2018,18,propositiva,defensiva,protesto
39024,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,Campinas/SP,UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS,categoria,poder executivo/estadual,5/22/2018,51,propositiva,-,-
39025,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,SP,UNESP - UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,categoria,poder executivo/estadual,5/28/2018,24,propositiva,defensiva,-
39029,Professores Rede Estadual Ensino Superior,SP,USP - UNIVERSIDADE DE SÃO PAULO,categoria,poder executivo/estadual,5/29/2018,17,propositiva,-,-
39031,Professores Rede Estadual Ensino Superior,SP,UNESP - UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,categoria,poder executivo/estadual,5/30/2018,17,propositiva,defensiva,-
39034,"Auxiliares de Administração Escolar Rede Estadual Ensino Superior, Auxiliares de Administração Escolar Rede Estadual Ensino Técnico-Profissional, Professores Rede Estadual Ensino Superior, Professores Rede Estadual Ensino Técnico-Profissional",SP,,categoria,poder executivo/estadual,5/17/2018,1,propositiva,-,protesto
39035,Professores Rede Estadual Ensino Superior,Campinas/SP,UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS,categoria,poder executivo/estadual,5/23/2018,5,propositiva,-,-
39036,Professores Rede Estadual Ensino Superior,Campinas/SP,UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS,categoria,poder executivo/estadual,6/6/2018,1,propositiva,-,-
39045,Professores Rede Municipal,Petrolândia/PE,,categoria,poder executivo/municipal,6/20/2018,14,propositiva,defensiva,-
39055,Professores Rede Municipal,Santa Maria/RS,,categoria,poder executivo/municipal,7/12/2018,1,-,defensiva,-
39057,Professores Rede Estadual,PI,,categoria,poder executivo/estadual,5/21/2018,3,-,defensiva,-
39075,Professores Rede Municipal,Corumbá/MS,,categoria,poder executivo/municipal,6/21/2018,5,propositiva,defensiva,-
39077,Professores Rede Municipal,Corumbá/MS,,categoria,poder executivo/municipal,5/18/2018,1,propositiva,defensiva,-
39080,Professores Rede Municipal,Campos dos Goytacazes/RJ,Empregador não identificado,categoria,poder executivo/municipal,5/4/2018,1,-,defensiva,-
39101,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Orós/CE,,categoria,poder executivo/municipal,6/25/2018,1,-,defensiva,-
39104,Professores Rede Municipal,Gravatá/PE,,categoria,poder executivo/municipal,10/8/2014,2,-,defensiva,-
39105,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Paraíba do Sul/RJ,,categoria,poder executivo/municipal,6/25/2018,1,propositiva,defensiva,-
39107,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Camaçari/BA,,categoria,poder executivo/municipal,7/16/2018,2,propositiva,defensiva,protesto
39119,Professores Rede Municipal,Vitória da Conquista/BA,,categoria,poder executivo/municipal,7/11/2018,25,propositiva,-,-
39120,Professores Rede Municipal,Guanambi/BA,,categoria,poder executivo/municipal,7/23/2018,10,propositiva,defensiva,-
39124,Professores Rede Municipal,Casa Nova/BA,,categoria,poder executivo/municipal,10/13/2014,1,-,defensiva,protesto
39129,Professores Rede Municipal,Arapongas/PR,,categoria,poder executivo/municipal,10/15/2014,1,propositiva,-,-
39130,Professores Rede Municipal,Boca da Mata/AL,,categoria,poder executivo/municipal,7/19/2018,5,propositiva,defensiva,-
39132,Professores Rede Municipal,Salvador/BA,,categoria,poder executivo/municipal,7/11/2018,34,propositiva,defensiva,protesto
39137,Professores Rede Estadual Ensino Superior,BA,"UNEB - UNIVERSIDADE ESTADUAL DA BAHIA, Universidade Estadual do Sudoeste da Bahia, Universidade Estadual de Santa Cruz UESC, UEFS - UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA",categoria,poder executivo/estadual,5/13/2015,86,propositiva,defensiva,-
39141,Professores Rede Municipal,Luís Eduardo Magalhães/BA,,categoria,poder executivo/municipal,7/12/2018,7,propositiva,defensiva,protesto
39144,Professores Rede Municipal,Vitória da Conquista/BA,,categoria,poder executivo/municipal,6/14/2018,2,propositiva,-,-
39146,Professores Rede Municipal,Barreirinhas/MA,,categoria,poder executivo/municipal,6/22/2018,20,propositiva,defensiva,-
39147,Professores Rede Municipal,Barreirinhas/MA,,categoria,poder executivo/municipal,3/13/2018,2,-,defensiva,-
39151,Professores Rede Municipal,Guaratinga/BA,,categoria,poder executivo/municipal,5/11/2015,3,propositiva,defensiva,-
39159,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Jacobina/BA,,categoria,poder executivo/municipal,7/18/2018,1,propositiva,defensiva,protesto
39160,Professores Rede Municipal,Ponte Alta do Tocantins/TO,,categoria,poder executivo/municipal,6/20/2018,1,-,defensiva,-
39169,Professores Rede Federal Ensino Superior,NACIONAL,,categoria,poder executivo/federal,5/14/2015,1,propositiva,defensiva,-
39171,Professores Rede Estadual,MS,,categoria,poder executivo/estadual,5/14/2015,1,-,-,protesto
39172,Professores Rede Municipal,Vila Nova dos Martírios/MA,,categoria,poder executivo/municipal,7/3/2018,2,propositiva,defensiva,-
39173,Auxiliares de Administração Escolar Rede Estadual,"Uberaba/MG, Uberlândia/MG",,categoria,poder executivo/estadual,5/14/2015,1,propositiva,defensiva,-
39177,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Dourados/MS,,categoria,poder executivo/municipal,7/11/2018,1,propositiva,defensiva,-
39182,Professores Rede Municipal,Macapá/AP,,categoria,poder executivo/municipal,6/26/2018,4,propositiva,defensiva,protesto
39186,Professores Rede Estadual Ensino Superior,Guarapuava/PR,UNICENTRO - Universidade Estadual do Centro-Oeste,categoria,poder executivo/estadual,5/14/2015,1,-,defensiva,-
39192,Professores Rede Municipal,Guaratinga/BA,,categoria,poder executivo/municipal,7/10/2018,1,-,defensiva,-
39208,Professores Rede Municipal,Moreno/PE,,categoria,poder executivo/municipal,10/2/2014,28,-,defensiva,protesto
39219,Professores Rede Municipal,Miguel Alves/PI,,categoria,poder executivo/municipal,10/16/2014,2,-,defensiva,-
39220,Professores Rede Municipal,Lapa/PR,,categoria,poder executivo/municipal,10/7/2014,8,-,defensiva,-
39222,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",MG,,categoria,poder executivo/estadual,7/9/2018,1,-,defensiva,-
39223,Professores Rede Municipal,Coração de Maria/BA,,categoria,poder executivo/municipal,7/10/2018,1,-,defensiva,-
39226,Professores Rede Municipal,Senador Guiomard/AC,,categoria,poder executivo/municipal,10/16/2014,8,propositiva,-,-
39227,Professores Rede Municipal,Itabela/BA,,categoria,poder executivo/municipal,7/4/2018,10,-,defensiva,protesto
39231,Professores Rede Municipal,Campos dos Goytacazes/RJ,,categoria,poder executivo/municipal,5/18/2015,1,propositiva,defensiva,-
39232,Professores Rede Municipal,Brejo dos Santos/PB,,categoria,poder executivo/municipal,7/12/2018,1,-,defensiva,-
39245,Professores Rede Estadual,PA,,categoria,poder executivo/estadual,3/23/2015,75,propositiva,defensiva,-
39250,"Auxiliares de Administração Escolar Rede Federal Ensino Técnico-Profissional, Professores Rede Federal Ensino Técnico-Profissional",CE,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE",categoria,poder executivo/federal,10/22/2014,1,-,defensiva,-
39253,Professores Rede Municipal,Amambaí/MS,,categoria,poder executivo/municipal,10/23/2014,1,-,defensiva,-
39254,Professores Rede Municipal,Amambaí/MS,Empregador não identificado,categoria,poder executivo/municipal,11/1/2014,1,-,defensiva,-
39265,Professores Rede Estadual Ensino Superior,RJ,,categoria,poder executivo/estadual,10/23/2014,1,propositiva,-,protesto
39269,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,SP,USP - UNIVERSIDADE DE SÃO PAULO,categoria,poder executivo/estadual,7/12/2018,6,-,defensiva,-
39274,Auxiliares de Administração Escolar Rede Federal Ensino Técnico-Profissional,Abelardo Luz/SC,Instituto Federal Catarinense,categoria,poder executivo/federal,5/15/2018,1,propositiva,-,-
39286,Professores Rede Estadual Ensino Superior,PB,,categoria,poder executivo/estadual,5/20/2015,1,propositiva,defensiva,-
39290,Professores Rede Municipal,Andaraí/BA,,categoria,poder executivo/municipal,10/13/2014,18,propositiva,-,-
39293,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Petrópolis/RJ,,categoria,poder executivo/municipal,7/31/2018,32,propositiva,defensiva,protesto
39294,Professores Rede Municipal,Guapiaçu/SP,,categoria,poder executivo/municipal,7/30/2018,10,propositiva,defensiva,protesto
39298,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Capela/AL,,categoria,poder executivo/municipal,7/26/2018,5,propositiva,defensiva,-
39301,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São Pedro da Aldeia/RJ,,categoria,poder executivo/municipal,7/26/2018,6,propositiva,-,-
39304,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,Ponta Grossa/PR,,categoria,poder executivo/estadual,5/20/2015,35,-,-,protesto
39321,Professores Rede Municipal,Glória/BA,,categoria,poder executivo/municipal,10/17/2014,13,propositiva,defensiva,-
39322,Professores Rede Municipal,Canapi/AL,,categoria,poder executivo/municipal,8/27/2014,2,-,defensiva,-
39327,Professores Rede Municipal,Alenquer/PA,,categoria,poder executivo/municipal,5/22/2015,76,-,defensiva,-
39334,Professores Rede Municipal ,Uberlândia/MG,Centro Educacional Infantil Irmã Odélcia Leão Carneiro,categoria,poder executivo/municipal,5/25/2015,1,-,defensiva,-
39347,Professores Rede Municipal,Betim/MG,,categoria,poder executivo/municipal,5/26/2015,1,-,defensiva,-
39354,Professores Rede Municipal,Saloá/PE,,categoria,poder executivo/municipal,11/4/2014,23,propositiva,defensiva,-
39356,Professores Rede Municipal ,Maracanaú/CE,,categoria,poder executivo/municipal,8/8/2018,1,-,defensiva,-
39357,Professores Rede Municipal,Tauá/CE,,categoria,poder executivo/municipal,8/13/2018,1,propositiva,defensiva,protesto
39358,Professores Rede Municipal,Igarapé-Miri/PA,,categoria,poder executivo/municipal,6/13/2018,1,-,defensiva,protesto
39360,Professores Rede Municipal,Eunápolis/BA,,categoria,poder executivo/municipal,7/31/2018,1,-,defensiva,-
39364,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Campo Novo do Parecis/MT,,categoria,poder executivo/municipal,8/2/2018,19,propositiva,-,-
39368,Professores Rede Estadual Ensino Superior,MT,Universidade do Estado MT,categoria,poder executivo/estadual,5/25/2015,18,-,defensiva,-
39372,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Cocalinho/MT,,categoria,poder executivo/municipal,8/6/2018,1,-,defensiva,-
39373,Professores Rede Municipal,Vitória da Conquista/BA,,categoria,poder executivo/municipal,5/25/2015,5,propositiva,defensiva,-
39375,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São Gonçalo/RJ,,categoria,poder executivo/municipal,7/11/2018,81,-,defensiva,-
39376,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São Gonçalo/RJ,,categoria,poder executivo/municipal,6/20/2018,1,-,defensiva,-
39380,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",MS,,categoria,poder executivo/estadual,5/27/2015,8,propositiva,defensiva,-
39382,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal","Nova Mutum/MT, Porto Velho/RO",,categoria,poder executivo/municipal,5/27/2015,1,-,defensiva,-
39383,Professores Rede Municipal,Curralinho/PA,,categoria,poder executivo/municipal,8/10/2018,1,-,defensiva,protesto
39384,Professores Rede Municipal,Feira de Santana/BA,,categoria,poder executivo/municipal,8/1/2018,1,propositiva,-,-
39389,Professores Rede Estadual Ensino Superior,Cáceres/MT,Universidade do Estado MT,categoria,poder executivo/estadual,8/14/2018,1,-,defensiva,-
39398,Professores Rede Estadual,Estância/SE,Empregador não identificado,categoria,poder executivo/estadual,8/3/2018,4,-,defensiva,protesto
39401,Auxiliares de Administração Escolar Rede Municipal,Itanhaém/SP,,categoria,poder executivo/municipal,8/10/2018,1,-,defensiva,-
39407,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Cachoeiras de Macacu/RJ,,categoria,poder executivo/municipal,8/9/2018,26,propositiva,defensiva,-
